types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Crankcase,Crankcase,586,0,0.9956567180756276,0.0043615624078537,0,58,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatBirdsOfPapuaNewGuinea,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/WikicatBirdsOfWesternNewGuinea,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://umbel.org/umbel/rc/Animal,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://umbel.org/umbel/rc/BiologicalLivingObject,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://umbel.org/umbel/rc/Bird,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://umbel.org/umbel/rc/EukaryoticCell,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Bird101503061,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Grey_crow,Grey Crow,8,25,0.8571342969754501,0.1666666666666667,0,110,== Discography == | === Guest appearances ===
