types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/WikicatPublicTransportInformationSystems,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/DataSystem103164344,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/System104377057,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Journey_planner,journey planning,99,156,1.0,0.0,1,8,== Career == | === Music ===
