types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Composer109947232,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatNewZealandFilmScoreComposers,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatNewZealandMusicians,http://dbpedia.org/resource/Peter_Dasent,Peter Dasent,18,8,0.9999999999986926,0.0,0,8,== Discography == | === Albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatAustralianGoldRushes,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Boom107477587,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Welcome_Stranger,Welcome Stranger,46,0,0.99926883464844,0.0006241116313969664,0,10,== Discography == | === Albums ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Larrikin,Larrikin,106,76,0.7535652142004228,0.3270250327100936,0,11,== Discography == | === Albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatAustralianFemaleSingers,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Musician110340312,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Singer110599806,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Inga_Liljeström,Inga Liljestrom,14,8,1.0,0.0,0,16,== Discography == | === Albums ===
