types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Tanganyika_Territory,Tanganyika,1553,33,0.9231302172437992,0.0710871517069569,0,31,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Generalissimo,Generalissimo,418,16,0.9931859937746929,0.0068587406220341,0,33,== Discography == | === As sideman ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Generalissimo,Generalissimo,418,16,0.9931859937746929,0.0068587406220341,0,33,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Plant,http://dbpedia.org/resource/Generalissimo,Generalissimo,418,16,0.9931859937746929,0.0068587406220341,0,33,== Discography == | === As sideman ===
