types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://xmlns.com/foaf/0.1/Person,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#NaturalPerson,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://www.wikidata.org/entity/Q19088,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://www.wikidata.org/entity/Q215627,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://www.wikidata.org/entity/Q5,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://www.wikidata.org/entity/Q729,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://dbpedia.org/ontology/Animal,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://dbpedia.org/ontology/Eukaryote,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://dbpedia.org/ontology/Species,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
http://schema.org/Person,http://dbpedia.org/resource/Victor_Wilhelm_Lindauer,Lindauer,8,167,0.9991150907519712,0.0008817960308708,0,60,== Directing style and technique == | === Improvisation dialogue ===
