types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Plastic_surgery,plastic,2166,47,0.6186637069855843,0.560261135174521,1,6,== Biography == | === Music career ===
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/Plastic_surgery,plastic,2166,47,0.6186637069855843,0.560261135174521,1,6,== Biography == | === Music career ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Plastic_surgery,plastic,2166,47,0.6186637069855843,0.560261135174521,1,6,== Biography == | === Music career ===
