types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInWiltshire,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Salisbury_International_Arts_Festival,Salisbury Festival,23,25,0.9999999999979964,0.0,2,56,== Selected works == | === Other Works ===
