types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Brass102891788,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatMarchingBandInstruments,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatFInstruments,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBrassInstruments,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WindInstrument104586932,http://dbpedia.org/resource/Mellophone,Mellophone,211,0,0.999999879783708,0.0,0,19,== Discography == | === As sideman ===
