types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAmericanMusicAwards,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/WikicatJazzAwards,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/NEA_Jazz_Masters,Jazz Master Fellowship Award,128,33,1.0,0.0,1,14,== Biography == | === Later career ===
