types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatRotatingDiscComputerStorageMedia,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/MemoryDevice103744840,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/PhonographRecord103924069,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Recording104063868,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/SoundRecording104262678,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/StorageMedium106263762,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
http://dbpedia.org/class/yago/Wikicat120MmDiscs,http://dbpedia.org/resource/Constant_linear_velocity,CLV,59,352,0.8178903404318972,0.222657716003894,3,18,== Career == | === 1990s ===
