types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Genocide,genocidal,10593,91,0.9980868660726496,0.0018517931996456,0,36,== Personal life == | === Blood quantum ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Genocide,genocidal,10593,91,0.9980868660726496,0.0018517931996456,0,36,== Personal life == | === Blood quantum ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Genocide,genocidal,10593,91,0.9980868660726496,0.0018517931996456,0,36,== Personal life == | === Blood quantum ===
