types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/ontology/SportsEvent,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/WikicatDisastersInIceland,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/WikicatVolcanicEvents,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Calamity107314838,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Discharge107307754,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Misfortune107304852,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Trouble107289014,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/VolcanicEruption107436475,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Wikicat2010Disasters,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Wikicat2010NaturalDisasters,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/Wikicat21st-centuryVolcanicEvents,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
http://dbpedia.org/class/yago/WikicatNaturalDisastersInIceland,http://dbpedia.org/resource/2010_eruptions_of_Eyjafjallajökull,volcanic ash cloud,143,210,0.9999999999878924,0.0,1,15,== Music career == | === 2009–present ===
