types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatUniversitiesAndCollegesInIndia,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatUniversityAssociationsAndConsortia,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/EducationalInstitution108276342,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Institution108053576,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/University108286569,http://dbpedia.org/resource/Industrial_training_institute,ITI,100,34,0.6719598889868952,0.239410047585228,0,94,== Discography == | === As sideman ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAfrican-AmericanMusicians,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanBluesGuitarists,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanBluesSingers,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanFemaleSingers,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanFolkGuitarists,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanFolkSingers,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanMusicians,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatAmericanSoulSingers,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBluesGuitarists,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatBluesMusicians,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatWomen,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Ruthie_Foster,Ruthie Foster,88,0,1.0,0.0,0,101,== Discography == | === As sideman ===
