types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
http://dbpedia.org/class/yago/EthnicGroup107967382,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatEthnicGroupsInTheUnitedStates,http://dbpedia.org/resource/African-American_history,African American history,448,108,1.0,0.0,3,36,== Life and career == | === 1980s ===
