types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Corporation,Disclosure,5481,163,0.7534259408263128,0.2534875078956395,7,12,== Musical career == | === LEFTI ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Corporation,Disclosure,5481,163,0.7534259408263128,0.2534875078956395,7,12,== Musical career == | === LEFTI ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Corporation,Disclosure,5481,163,0.7534259408263128,0.2534875078956395,7,12,== Musical career == | === LEFTI ===
