types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Skywriting,skywriting,80,70,1.0,0.0,0,34,== Life and work == | === Selected works ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Skywriting,skywriting,80,70,1.0,0.0,0,34,== Life and work == | === Selected works ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Skywriting,skywriting,80,70,1.0,0.0,0,34,== Life and work == | === Selected works ===
