types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBuildingsAndStructuresByType,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/WikicatMarketHouses,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Building102913152,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Dwelling103259505,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/House103544360,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Housing103546340,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Market_hall,Market Hall,91,22,0.9988506298454152,0.0011506924611751,1,26,== Concerts == | === Korean tours ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/WikicatArtificialIslandsOfJapan,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Section108648322,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/Vicinity108641113,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
http://dbpedia.org/class/yago/WikicatNeighborhoodsOfTokyo,http://dbpedia.org/resource/Toyosu,Toyosu,88,15,0.889064516339994,0.1247777650423062,2,28,== Concerts == | === Japan tours ===
