types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Moskwa_TV,Moskwa TV,7,240,1.0,0.0,1,2,== Career ==
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Moskwa_TV,Moskwa TV,7,240,1.0,0.0,1,2,== Career ==
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
http://dbpedia.org/class/yago/WikicatLegoThemes,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
http://dbpedia.org/class/yago/Subject106599788,http://dbpedia.org/resource/Lego_Fabuland,Fabuland,17,6,0.9999998556743426,0.0,0,103,== Discography == | ==== Remixes ====
