types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/ontology/Film,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/WikicatComedyGenres,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/WikicatDocumentaryFilmGenres,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Category105838765,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Genre105845332,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Kind105839024,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/WikicatFictionForms,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/WikicatFilmGenres,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
http://dbpedia.org/class/yago/WikicatTelevisionGenres,http://dbpedia.org/resource/Mockumentary,Mockumentary,1620,19,0.9999999999974988,0.0,1,7,== Discography == | === Videos ===
