types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/WikicatBritishRecordCharts,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/WikicatRecordCharts,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/WikicatRecordChartsByCountry,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/UK_Singles_Chart,British pop chart,29909,88,1.0,0.0,3,10,== Writing == | === Books ===
