types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
http://umbel.org/umbel/rc/Artist,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
http://umbel.org/umbel/rc/Band_MusicGroup,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
http://umbel.org/umbel/rc/MusicalPerformer,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
http://umbel.org/umbel/rc/Organization,http://dbpedia.org/resource/Grandmaster_Flash_and_the_Furious_Five,Eddie Morris,262,147,1.0,0.0,7,11,== Grandmaster Flash and the Furious Five == | === 1970s ===
