types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/ontology/MilitaryPerson,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatAmericanPeopleOfFrenchDescent,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPeopleFromVosges,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheFrenchRevolutionaryWars,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheHaitianRevolution,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheIrishRebellionOf1798,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatPeopleOfTheWarOf1812,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Worker109632518,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatMilitaryLeadersOfTheFrenchRevolutionaryWars,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/CommissionedMilitaryOfficer109943239,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/CommissionedOfficer109942970,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/General110123844,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/GeneralOfficer110125786,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/MilitaryLeader110316862,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/MilitaryOfficer110317007,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Serviceman110582746,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/SkilledWorker110605985,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://dbpedia.org/class/yago/WikicatFrenchGenerals,http://dbpedia.org/resource/Jean_Joseph_Amable_Humbert,General Humbert,108,46,0.9999999999228352,0.0,0,5,== Musical career == | === 1980s ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Copper_Kettle,Copper Kettle,16,204,0.9999999999986926,0.0,3,13,== Musical career == | === 2000–present ===
