types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatWorldWarIIDeceptionOperations,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Action114006945,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Know-how105616786,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Method105660268,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Operation114008806,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/State100024720,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/Technique105665146,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
http://dbpedia.org/class/yago/WikicatEspionageTechniques,http://dbpedia.org/resource/Double-Cross_System,Double Cross,122,0,0.9903287121995246,0.0081795836617647,0,62,== Discography == | === As sideman ===
