types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Animation,3D,16123,22,0.6661327797233807,0.2941309583354204,1,50,== Filmography == | === Short films ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Animation,3D,16123,22,0.6661327797233807,0.2941309583354204,1,50,== Filmography == | === Short films ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Animation,3D,16123,22,0.6661327797233807,0.2941309583354204,1,50,== Filmography == | === Short films ===
