types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WrittenAgreement106771653,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Agreement106770275,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Document106470073,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/LegalDocument106479665,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/Treaty106773434,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WikicatTreatiesOfIsrael,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
http://dbpedia.org/class/yago/WikicatTreatiesOfPalestine,http://dbpedia.org/resource/Oslo_Accords,Oslo Accords,877,36,0.992064934683393,0.0079984761831191,0,74,== Presidency (1993–2001) == | ==== Israeli-Palestinian conflict ====
