types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Medieval_music,medieval,692,13,0.9999954387591288,4.561046855486924e-06,20,27,== Works == | === Music ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Medieval_music,medieval,692,13,0.9999954387591288,4.561046855486924e-06,20,27,== Works == | === Music ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Medieval_music,medieval,692,13,0.9999954387591288,4.561046855486924e-06,20,27,== Works == | === Music ===
