types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Inflection113803782,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/LinguisticRelation113797142,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Network108434259,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Direction106786629,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/GrammaticalRelation113796779,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/WikicatNetworks,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/WikicatProgrammingParadigms,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Rule106652242,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/System108435388,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Paradigm113804375,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Protocol106665108,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
http://dbpedia.org/class/yago/WikicatApplicationLayerProtocols,http://dbpedia.org/resource/Remote_procedure_call,invocation,300,167,0.4280986268237311,0.7626773013853284,0,27,== The digital == | === Automated labor ===
