types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/WikicatAustralianWriters,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/WikicatJewishAustralianMusicians,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Musician110339966,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Bram_Presser,Bram,14,396,0.6911641808104713,0.4468306043302633,0,8,== Career == | === Bandwagon ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Strategic_management,business strategy,703,64,0.999999999972573,0.0,3,10,== Career == | === Big Noise ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/Strategic_management,business strategy,703,64,0.999999999972573,0.0,3,10,== Career == | === Big Noise ===
