types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Artist109812338,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Painter110391653,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Printmaker110475687,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Wikicat20th-centurySwedishPainters,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/Wikicat21st-centurySwedishPainters,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
http://dbpedia.org/class/yago/WikicatSwedishPrintmakers,http://dbpedia.org/resource/Peter_Dahl,Peter Dahl,11,0,0.99999999977598,0.0,2,56,== Sources == | === Swedish ===
