types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Single_Resolution_Mechanism,SRM,67,45,0.4010065024674057,0.7385236020788926,0,13,== Discography == | ==== Albums ====
http://dbpedia.org/ontology/MilitaryUnit,http://dbpedia.org/resource/Single_Resolution_Mechanism,SRM,67,45,0.4010065024674057,0.7385236020788926,0,13,== Discography == | ==== Albums ====
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Shingled_magnetic_recording,SMR,32,35,0.7452502680062945,0.2006107678608737,0,14,== Discography == | ==== Albums ====
