types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_Power_movement,Black Power movement,317,13,0.6359620976263497,0.5724201049808734,6,23,== Political views and activism == | === Political views ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Black_Power_movement,Black Power movement,317,13,0.6359620976263497,0.5724201049808734,6,23,== Political views and activism == | === Political views ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Black_Power_movement,Black Power movement,317,13,0.6359620976263497,0.5724201049808734,6,23,== Political views and activism == | === Political views ===
