types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gossip,tattle,504,182,0.9999999995750954,0.0,0,16,== Biography == | === 1940s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Gossip,tattle,504,182,0.9999999995750954,0.0,0,16,== Biography == | === 1940s ===
http://dbpedia.org/ontology/RadioStation,http://dbpedia.org/resource/Gossip,tattle,504,182,0.9999999995750954,0.0,0,16,== Biography == | === 1940s ===
