types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Building,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
http://dbpedia.org/class/yago/WikicatSymbolsOfUtah,http://dbpedia.org/resource/Beehive,Akai Namida / Beehive,883,70,1.0,0.0,0,9,== Biography == | === 2007: Savia ===
