types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Junior_Dagar_Brothers,Dagar Brothers,14,48,0.9999999678668138,3.2133185829272245e-08,13,8,== History == | === Later career ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/WikicatSikhPractices,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/Practice100410247,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Sikh_music,Sikh sacred music,32,68,1.0,0.0,24,8,== History == | === Later career ===
