types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Island109316454,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Land109334396,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/WikicatIslandsOfTheSeaOfJapan,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Usando,Usando,22,65,1.0,0.0,0,77,== Discography == | === Other albums ===
