types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatProtestMarches,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatProtests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/ontology/MilitaryConflict,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatConflictsIn2010,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatConflictsIn2011,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatConflictsIn2012,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatConflictsIn2013,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatRevolutionaryWaves,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Attack100972621,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Change107296428,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/CivilDisobedience101179927,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Conflict100958896,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Demonstration101177703,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/DirectAction101168369,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/GroupAction101080366,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Movement107309781,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Objection107208338,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Operation100955060,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Protest101177033,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Protest107210225,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/ProtestMarch101179167,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Resistance101169317,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Revolution107424109,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wave107352190,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat2010Protests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat2011Protests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat2012Protests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat2013Protests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat2014Protests,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/Wikicat21st-centuryRevolutions,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
http://dbpedia.org/class/yago/WikicatNonviolentRevolutions,http://dbpedia.org/resource/Arab_Spring,Arab spring,2657,24,0.999999999990294,0.0,1,5,== Career == | === Breakthrough success ===
