types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatVoiceRegisters,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/WrittenRecord106502378,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Evidence106643408,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Indication106797169,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Record106647206,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
http://dbpedia.org/class/yago/Register106507041,http://dbpedia.org/resource/Vocal_register,vocal pitch,204,43,0.9999999999873808,0.0,13,6,== Career == | === 1980s ===
