types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tempo,Allegro Assai,8842,178,1.0,0.0,0,19,== Works == | === Arrangements ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Tempo,Allegro Assai,8842,178,1.0,0.0,0,19,== Works == | === Arrangements ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Tempo,Allegro Assai,8842,178,1.0,0.0,0,19,== Works == | === Arrangements ===
