types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/WikicatGuitarNeckJoints,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/BodyPart105220461,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/Joint105595083,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/Part109385911,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
http://dbpedia.org/class/yago/Thing100002452,http://dbpedia.org/resource/Neck-through,neck-through-body,78,56,1.0,0.0,1,25,== Equipment == | === HitchHiker guitars ===
