URI,response,type
http://dbpedia.org/resource/Alan_Turing,True,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Composer,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Contralto,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Man,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Edward_Elgar,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Organist,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Luigi_Cherubini,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Adolf_Pollitzer,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Hubert_Parry,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Solicitor,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Conducting,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Piccolo,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Western_concert_flute,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Bassoon,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Joseph_Haydn,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Johannes_Brahms,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Richard_Wagner,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Helen_Weaver,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Caroline_Alice_Elgar,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Hector_Berlioz,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Arthur_Sullivan,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Hans_Richter_(conductor),False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Asinus,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Julius_Buths,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Charles_Villiers_Stanford,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Dean_of_Westminster,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Henry_Wood,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Granville_Bantock,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/W._S._Gilbert,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Tempo,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Samuel_Sanford,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Frank_Schuster_(music_patron),False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Adrian_Boult,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Alexander_Siloti,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Arthur_Nikisch,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Giuseppe_Verdi,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Landon_Ronald,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Special_constable,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Albert_Coates_(musician),False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Ernest_Newman,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Felix_Salmond,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Malcolm_Sargent,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Yehudi_Menuhin,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Chauffeur,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Novelist,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Fred_Gaisberg,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Thomas_Beecham,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Frederick_Delius,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/John_Barbirolli,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/William_Byrd,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Felix_Mendelssohn,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Donald_Tovey,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Gráinne,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Frédéric_Chopin,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Pianist,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/David_Owen_Norris,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/J._M._W._Turner,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Frank_Howes,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Idiom,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Igor_Stravinsky,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Jean_Sibelius,True,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Daniel_Gregory_Mason,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/David_Pownall,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Alick_Rowe,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/David_Rudkin,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Adolescence,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/James_F._Hanley,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Bandleader,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Screenwriter,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Ramona_(vocalist),False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/Monarch,False,dbo:birthDate ?birthDate
http://dbpedia.org/resource/General_officer,False,dbo:birthDate ?birthDate
