types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatRecordCharts,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
http://dbpedia.org/class/yago/WikicatNorwegianRecordCharts,http://dbpedia.org/resource/VG-lista,VG Lista,734,42,1.0,0.0,6,8,== Biography == | === Solo career ===
