types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatGreek-languageAlbums,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatUniversalMusicGreeceAlbums,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatMarinellaAlbums,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Wikicat1975Albums,http://dbpedia.org/resource/Marinella_Gia_Panta,Marinella Gia Panta,13,6,0.8243902439023941,0.2130177514792929,0,24,== Discography == | === Studio albums ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Megale_(Ethiopian_District),Megale,6,26,0.8586687627740481,0.0,1,102,== Discography == | === Collaborations ===
