types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatRocketWeapons,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/WikicatRocketsAndMissiles,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Conveyance103100490,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Rocket104099429,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Vehicle104524313,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Weapon104565375,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
http://dbpedia.org/class/yago/WikicatNavalWeapons,http://dbpedia.org/resource/Vertical_launching_system,vls,307,84,0.9632830783934776,0.0247861691214449,0,20,== Works == | === Operatic ===
