types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatRenewableFuels,http://dbpedia.org/resource/Second-generation_biofuels,second-generation biofuels,58,237,1.0,0.0,12,18,== Career == | === Later work ===
http://dbpedia.org/class/yago/Fuel114875077,http://dbpedia.org/resource/Second-generation_biofuels,second-generation biofuels,58,237,1.0,0.0,12,18,== Career == | === Later work ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Second-generation_biofuels,second-generation biofuels,58,237,1.0,0.0,12,18,== Career == | === Later work ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Second-generation_biofuels,second-generation biofuels,58,237,1.0,0.0,12,18,== Career == | === Later work ===
http://dbpedia.org/class/yago/Substance100020090,http://dbpedia.org/resource/Second-generation_biofuels,second-generation biofuels,58,237,1.0,0.0,12,18,== Career == | === Later work ===
