types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Wikicat9th-centuryChristianFemaleSaints,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Wikicat9th-centuryIrishPeople,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatAnglo-SaxonSaints,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatAnglo-SaxonWomen,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/ontology/Saint,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatHermits,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatIrishExpatriatesInTheUnitedKingdom,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatIrishSaints,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatIrishWomen,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatWomen,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatMedievalIrishPeople,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatMedievalIrishSaints,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Absentee109757653,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Adult109605289,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Anchorite110519126,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Eremite110518945,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Exile110071332,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Female109619168,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/GoodPerson110138767,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Religious110518602,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/ReligiousPerson109628382,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Saint110546850,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Traveler109629752,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
http://dbpedia.org/class/yago/WikicatNorthumbrianSaints,http://dbpedia.org/resource/Saint_Bega,BEGA,34,40,0.9326926386784814,0.072152620266575,0,17,== Discography == | === Goat ===
