types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatCryptographyStandards,http://dbpedia.org/resource/NSA_Suite_A_Cryptography,Suite A,28,4,1.0,0.0,0,34,== Discography == | === Additional releases ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/NSA_Suite_A_Cryptography,Suite A,28,4,1.0,0.0,0,34,== Discography == | === Additional releases ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/NSA_Suite_A_Cryptography,Suite A,28,4,1.0,0.0,0,34,== Discography == | === Additional releases ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/NSA_Suite_A_Cryptography,Suite A,28,4,1.0,0.0,0,34,== Discography == | === Additional releases ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/NSA_Suite_A_Cryptography,Suite A,28,4,1.0,0.0,0,34,== Discography == | === Additional releases ===
