types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/class/yago/WikicatPrivateCollections,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/ontology/Museum,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/class/yago/WikicatCollections,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/class/yago/Collection107951464,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Private_collection,private art collection,615,66,1.0,0.0,5,29,== Personal life == | === Art collection ===
