types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatInventorsOfWritingSystems,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatPeopleFromLazio,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatRepublicanEraSlavesAndFreedmen,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/WikicatSlaves,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Creator109614315,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Inventor110214637,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Slave110609325,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Marcus_Tullius_Tiro,tiro,67,19,0.9967835615923408,0.0032243550837777,0,55,== Discography == | === Live albums ===
