types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Loanblend106293229,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Dragon109494388,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatGreekLegendaryCreatures,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatMythologicalHybrids,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatLegendaryCreatures,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatLocationsInGreekMythology,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/WikicatDragons,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Typhon,Typhaon,453,0,0.999393384696041,0.0,0,8,== Principal works == | === Orchestral works ===
