types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatArmenianMusicalInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatAzerbaijaniMusicalInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatIranianMusicalInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatWoodwindInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WindInstrument104586932,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Woodwind104598582,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Work104599396,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatMasterpiecesOfTheOralAndIntangibleHeritageOfHumanity,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatMusicalInstrumentsOfGeorgia(country),http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatSacredMusicalInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatSingleOboesWithCylindricalBore,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Beating-reedInstrument102817799,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Double-reedInstrument103228016,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Masterpiece103727605,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Oboe103838899,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Product104007894,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatOboes,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
http://dbpedia.org/class/yago/WikicatTurkishMusicalInstruments,http://dbpedia.org/resource/Duduk,Duduki,334,9,0.999999999999858,0.0,0,34,== Selected works == | === Orchestral ===
