types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Oxegen_2011,2011 Oxegen Festival,13,61,1.0,0.0,0,23,== Memorable events == | === Oxegen ===
