types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatBillboardCharts,http://dbpedia.org/resource/Top_Heatseekers,Heatseeker Albums,2364,41,1.0,0.0,9,6,== Career == | === Fall Out Boy (2001–2009; 2013–present) ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Top_Heatseekers,Heatseeker Albums,2364,41,1.0,0.0,9,6,== Career == | === Fall Out Boy (2001–2009; 2013–present) ===
http://dbpedia.org/class/yago/Chart106999802,http://dbpedia.org/resource/Top_Heatseekers,Heatseeker Albums,2364,41,1.0,0.0,9,6,== Career == | === Fall Out Boy (2001–2009; 2013–present) ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Top_Heatseekers,Heatseeker Albums,2364,41,1.0,0.0,9,6,== Career == | === Fall Out Boy (2001–2009; 2013–present) ===
http://dbpedia.org/class/yago/VisualCommunication106873252,http://dbpedia.org/resource/Top_Heatseekers,Heatseeker Albums,2364,41,1.0,0.0,9,6,== Career == | === Fall Out Boy (2001–2009; 2013–present) ===
