types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatApplicationLayerProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatAudioNetworkProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatInternetProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatVoIPProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatVoIPTerminology&Concepts,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Direction106786629,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Protocol106665108,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Rule106652242,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatNetworkLayerProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatNetworkProtocols,http://dbpedia.org/resource/Real-time_Transport_Protocol,RTP,267,28,0.8652062349163177,0.1003974476410823,0,6,== Discography == | === Albums ===
