types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatDrumMachines,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Machine103699975,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/LinnDrum,Linn drum,241,54,1.0,0.0,8,25,== Career == | ==== 1980s ====
