types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bolo_tie,string tie,61,66,1.0,0.0,1,135,== Discography == | === Indie Releases ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Bolo_tie,string tie,61,66,1.0,0.0,1,135,== Discography == | === Indie Releases ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Bolo_tie,string tie,61,66,1.0,0.0,1,135,== Discography == | === Indie Releases ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Bolo_tie,string tie,61,66,1.0,0.0,1,135,== Discography == | === Indie Releases ===
http://dbpedia.org/class/yago/WikicatSymbolsOfNewMexico,http://dbpedia.org/resource/Bolo_tie,string tie,61,66,1.0,0.0,1,135,== Discography == | === Indie Releases ===
