types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/WikicatClassicalMusicAwards,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
http://dbpedia.org/class/yago/WikicatGermanMusicAwards,http://dbpedia.org/resource/Echo_Klassik,OPUS KLASSIK,271,92,1.0,0.0,1,11,== Career == | ==== Hope@Home ====
