types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Fiction106367107,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/LiteraryComposition106364329,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Novel106367879,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Novelette106368962,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Wikicat1878Novels,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Wikicat19th-centuryFrenchNovels,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatFrench-languageNovels,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatFrenchNovels,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatNovellas,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatNovelsAboutOrphans,http://dbpedia.org/resource/Sans_Famille,sans famille,44,6,0.9999999999839986,0.0,0,197,== Filmography == | ==== Live-action ====
