types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatMilitaryMarches,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatRegionalSongs,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/FolkMusic107060167,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/FolkSong107050952,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MarchingMusic107058296,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MilitaryMarch107058468,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PopularMusic107059255,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatEnglishFolkSongs,http://dbpedia.org/resource/The_Lincolnshire_Poacher,The Lincolnshire Poacher,32,0,0.9999999942202606,5.7797352790559675e-09,0,15,== Discography == | === As leader ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatLocalitiesInManitoba,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/WikicatRuralMunicipalitiesInManitoba,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Area108497294,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Municipality108626283,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Section108648322,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/UrbanArea108675967,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
http://dbpedia.org/class/yago/Vicinity108641113,http://dbpedia.org/resource/Rural_Municipality_of_Rockwood,Rockwood,39,26,0.8891600343860929,0.1237022462285566,0,22,== Discography == | === As leader ===
