types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatPostageStamps,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Postage106796119,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Token106795746,http://dbpedia.org/resource/Postage_due,Postage Due,104,5,0.9999999999998151,1.89642473984502e-13,0,37,== Discography == | === Studio albums ===
