types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Deanery,diez,3259,220,0.999999807577315,1.897756247784891e-07,0,20,== Biography and career == | === Success ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Deanery,diez,3259,220,0.999999807577315,1.897756247784891e-07,0,20,== Biography and career == | === Success ===
http://dbpedia.org/ontology/Town,http://dbpedia.org/resource/Deanery,diez,3259,220,0.999999807577315,1.897756247784891e-07,0,20,== Biography and career == | === Success ===
