types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Synchronization,Synchronization,926,0,0.9999999999866702,1.3051443135855795e-11,0,71,== Bibliography == | === Books ===
http://dbpedia.org/ontology/ChemicalCompound,http://dbpedia.org/resource/Synchronization,Synchronization,926,0,0.9999999999866702,1.3051443135855795e-11,0,71,== Bibliography == | === Books ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Synchronization,Synchronization,926,0,0.9999999999866702,1.3051443135855795e-11,0,71,== Bibliography == | === Books ===
