types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Joint-stock_company,joint stock company,1452,162,0.9999997113769572,2.886231356395529e-07,7,32,== Presidency == | ==== Economic issues ====
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Joint-stock_company,joint stock company,1452,162,0.9999997113769572,2.886231356395529e-07,7,32,== Presidency == | ==== Economic issues ====
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Joint-stock_company,joint stock company,1452,162,0.9999997113769572,2.886231356395529e-07,7,32,== Presidency == | ==== Economic issues ====
