types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/WikicatHinduPhilosophicalConcepts,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/WikicatBuddhistPhilosophicalConcepts,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Image105928118,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
http://dbpedia.org/class/yago/Representation105926676,http://dbpedia.org/resource/Dharma,Tham,4403,15,0.8143326487837182,0.1408731172454716,6,14,== Career == | === 1946–55 ===
