types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatChildren,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/WikicatVictimsOfThe2004IndianOceanEarthquakeAndTsunami,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Child109917593,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Juvenile109622049,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Unfortunate109630641,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Victim110752093,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
http://dbpedia.org/class/yago/WikicatSriLankanPeople,http://dbpedia.org/resource/Baby_81_incident,Baby 81,13,12,0.9990734709584403,0.0009273830980023384,0,48,== Credits == | === Partial Discography ===
